language;task;method;clean-subset-size;mean-f1;std-error;seeds;f1-values
Yoruba;topic;mBERT + distant;300;0.6738019184818603;0.0043078166284303285;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6489932778393263, 0.6678943258261772, 0.6634865487964307, 0.6678211388358737, 0.673063204952348, 0.6837537884344661, 0.6968225840471725, 0.6691353428201132, 0.6729695474020777, 0.6940794258646182]
Yoruba;topic;mBERT + distant;500;0.6920923968296917;0.005663882319365227;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6790899138820579, 0.6824527582989705, 0.6735573180939654, 0.7129837679109106, 0.6976114310814346, 0.7073108408189733, 0.6554821789115053, 0.7004912513104472, 0.7133125574828899, 0.6986319505057622]
Yoruba;topic;mBERT + distant;700;0.7026941816352192;0.004148879688627464;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7089956642808519, 0.6889296551678394, 0.6985687117617484, 0.6988754974653058, 0.6741444386780353, 0.7101769455123078, 0.7043390900425237, 0.7078135463289393, 0.7252697279090051, 0.7098285392056364]
Yoruba;topic;mBERT + distant;900;0.7036824912985362;0.0047543244834157726;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7083191047346025, 0.7269970924905442, 0.7153419714703959, 0.6791721592238739, 0.6990457134726241, 0.6900629195980753, 0.7212555133585659, 0.687891967253825, 0.7141800467846166, 0.6945584245982392]
Yoruba;topic;mBERT + distant;1339;0.7303887860581378;0.00491001457707325;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6972874594406316, 0.7394173506094727, 0.7167359889834171, 0.7213570350061017, 0.7337072337179351, 0.7184463682383142, 0.7421548757254353, 0.7447794159583161, 0.7494416806084226, 0.7405604522933307]
Yoruba;topic;mBERT + distant + cm;10;0.3344455571859696;0.02374120052208273;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.21818388048995244, 0.31982359185193376, 0.21306686616671788, 0.36035715287592585, 0.43405379606683336, 0.3549354516162701, 0.42410558106173635, 0.38740122967134805, 0.3681469854144167, 0.2643810366445611]
Yoruba;topic;mBERT + distant + cm;100;0.5914947060507577;0.009244775153630078;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5732343820896957, 0.6303070852562905, 0.5523515730355858, 0.5654455149660087, 0.6150785272836933, 0.6162026427244742, 0.5776930845737551, 0.5547938483343695, 0.5962872031724731, 0.6335531990712316]
Yoruba;topic;mBERT + distant + cm;300;0.6745696863940153;0.008019611721478144;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.623082050678708, 0.6736830471958425, 0.691348376330836, 0.66441234666655, 0.6667685122722122, 0.6596317580050461, 0.6925457142929854, 0.6674333738185981, 0.72657988186834, 0.6802118028110342]
Yoruba;topic;mBERT + distant + cm;500;0.7015778325793438;0.004097703478796339;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6899524646995225, 0.6928859010811068, 0.6929409954637551, 0.7091856719535234, 0.708963793342847, 0.7223859949696886, 0.682939250182741, 0.7122996756095857, 0.7159954869166105, 0.6882290915740565]
Yoruba;topic;mBERT + distant + cm;700;0.7168066684865932;0.0036167779511039545;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7056381774888868, 0.710828561234119, 0.7388906111510436, 0.714876561077892, 0.7117854887531998, 0.7078229287946991, 0.7045457494741627, 0.735237971121535, 0.7142910585290829, 0.724149577241311]
Yoruba;topic;mBERT + distant + cm;900;0.7175120527148752;0.007637991380194913;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7015254917485734, 0.7281350078057889, 0.7662288780170978, 0.7054999893630847, 0.7168981589845856, 0.7416672881103996, 0.7087692377298652, 0.6790828908983105, 0.693895218780571, 0.7334183657104756]
Yoruba;topic;mBERT + distant + cm;1339;0.7336183829121359;0.004363717039414547;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7236320986358487, 0.739691840037158, 0.724792406138115, 0.7529145060157105, 0.7234094743539781, 0.7246560070006369, 0.7348028533127428, 0.7122428644312169, 0.7582793835443198, 0.741762395651632]
Yoruba;topic;mBERT + distant + cm-smooth;10;0.30245126792334787;0.018732672595178038;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.227745512451609, 0.32512352132421496, 0.38666404543228516, 0.32764501895817616, 0.264144972328348, 0.41976201673413477, 0.2389795595145427, 0.2877624971431651, 0.2804699303715038, 0.2662156049754994]
Yoruba;topic;mBERT + distant + cm-smooth;100;0.5788360574790579;0.014734052484626156;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.535536274752946, 0.6219601068790297, 0.6490789856499445, 0.5346127605435996, 0.5376767720106208, 0.5851983375634157, 0.588211490176237, 0.5005636315253099, 0.6250257691685784, 0.6104964465208974]
Yoruba;topic;mBERT + distant + cm-smooth;300;0.6741567746356678;0.006272517811196023;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6775491233889661, 0.6533563637591018, 0.6826099745572379, 0.6682098421648597, 0.6753372683806527, 0.6816659861796703, 0.6999765306785453, 0.6291343979869625, 0.6744333113723708, 0.699294947888311]
Yoruba;topic;mBERT + distant + cm-smooth;500;0.7002149986166545;0.005499112056397284;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6985369562592604, 0.7177140912923125, 0.6723275976896823, 0.6763650042503209, 0.6873159022746079, 0.7205352280789721, 0.7079692136732959, 0.7077145851571182, 0.7239401238533132, 0.6897312836376616]
Yoruba;topic;mBERT + distant + cm-smooth;700;0.7132010404657095;0.0056532586822260755;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7355085218921402, 0.7249131631726703, 0.7264853268820304, 0.6974117423616668, 0.7155421349269272, 0.7086197373539199, 0.7259597725854665, 0.6902445348085758, 0.7285338796458992, 0.6787915910277994]
Yoruba;topic;mBERT + distant + cm-smooth;900;0.7223272219220994;0.003511230604233406;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6972922385815276, 0.7223091589637015, 0.7271591250969305, 0.7250287244674649, 0.7324994675014812, 0.7239947525039522, 0.718442132835067, 0.709121454594686, 0.7305123007652383, 0.7369128639109448]
Yoruba;topic;mBERT + distant + cm-smooth;1339;0.7421023533180098;0.0031618476598280778;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7524186750201725, 0.7627606156569031, 0.7276908759030281, 0.7386758979693, 0.7333498206755352, 0.7498431122583192, 0.744219744900909, 0.7369103978240567, 0.7419467773712133, 0.7332076156006603]
Hausa;NER;XLM-RoBERTa;10;0.44279245606817597;0.01774933749014633;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.36094674556213013, 0.5329087048832272, 0.47992164544564153, 0.47609756097560973, 0.39162303664921466, 0.4227129337539432, 0.49210770659238623, 0.4216216216216216, 0.4868835257082896, 0.3631010794896958]
Hausa;NER;XLM-RoBERTa;100;0.6351207717006055;0.016759496777148445;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5524156791248861, 0.6938388625592418, 0.638811513463324, 0.605009633911368, 0.7056530214424951, 0.6168051708217914, 0.6971109040074557, 0.6032315978456013, 0.6748466257668712, 0.5634847080630213]
Hausa;NER;XLM-RoBERTa;250;0.7400740581395543;0.004638918868857814;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7492850333651097, 0.7640878701050621, 0.747628083491461, 0.7174119885823026, 0.7618147448015123, 0.7260663507109004, 0.7276227141482194, 0.7309090909090908, 0.7367424242424243, 0.7391722810394611]
Hausa;NER;XLM-RoBERTa;400;0.7667878997434239;0.0074280858462427105;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7529411764705882, 0.8236434108527131, 0.7509225092250922, 0.7545787545787547, 0.7626962142197599, 0.7912297426120115, 0.7666034155597723, 0.7511737089201878, 0.7749999999999999, 0.7390900649953573]
Hausa;NER;XLM-RoBERTa;650;0.8093603160575882;0.0042713022370787085;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7924170616113743, 0.8213283442469597, 0.8066083576287658, 0.8093896713615024, 0.8045757864632982, 0.7795957651588066, 0.8165569143932266, 0.817752596789424, 0.8229665071770333, 0.822412155745489]
Hausa;NER;XLM-RoBERTa;800;0.8341186095462463;0.0034605457194617994;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8334901222953904, 0.8490566037735849, 0.8302618816682832, 0.8124392614188533, 0.842504743833017, 0.8346007604562737, 0.8461538461538461, 0.8248803827751197, 0.843601895734597, 0.8241965973534972]
Hausa;NER;XLM-RoBERTa;1013;0.8450263137556846;0.003832024936875252;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8396946564885496, 0.8446969696969696, 0.847036328871893, 0.8579710144927537, 0.83984375, 0.8248803827751197, 0.8387715930902112, 0.8331726133076182, 0.8560533841754051, 0.8681424446583254]
Hausa;NER;XLM-RoBERTa full-dev-set;10;0.46356458438733406;0.015209868623829215;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.512396694214876, 0.5353319057815846, 0.4930417495029821, 0.47609756097560973, 0.4161490683229813, 0.425311203319502, 0.4891696750902527, 0.46520874751491054, 0.46033300685602346, 0.3626062322946175]
Hausa;NER;XLM-RoBERTa full-dev-set;100;0.6608334364116935;0.015295758415702087;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5793357933579336, 0.6938388625592418, 0.6824385805277524, 0.6376811594202898, 0.7078341013824886, 0.658513640639699, 0.7231638418079097, 0.6699218750000001, 0.6839186691312384, 0.5716878402903812]
Hausa;NER;XLM-RoBERTa full-dev-set;250;0.756619147204392;0.004877835696028966;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7492850333651097, 0.7735321528424975, 0.7550047664442325, 0.7174119885823026, 0.7618147448015123, 0.7649253731343283, 0.7619047619047618, 0.7726829268292683, 0.7473583093179635, 0.7622714148219443]
Hausa;NER;XLM-RoBERTa full-dev-set;400;0.7840389933632114;0.00535742818546988;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7775665399239544, 0.8236434108527131, 0.7901234567901234, 0.7744916820702403, 0.7696577243293248, 0.7912297426120115, 0.7666034155597723, 0.8015194681861347, 0.7749999999999999, 0.7705544933078394]
Hausa;NER;XLM-RoBERTa full-dev-set;650;0.8067067779019783;0.004707086355135045;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8178368121442124, 0.8213283442469597, 0.7954110898661568, 0.7984718242597899, 0.7966417910447763, 0.7795957651588066, 0.7932647333956968, 0.8191387559808612, 0.8229665071770333, 0.822412155745489]
Hausa;NER;XLM-RoBERTa full-dev-set;800;0.8361883025501158;0.004022694723186199;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8334901222953904, 0.8490566037735849, 0.8351012536162006, 0.8124392614188533, 0.8507751937984496, 0.8196411709159583, 0.8461538461538461, 0.8248803827751197, 0.843601895734597, 0.8467432950191571]
Hausa;NER;XLM-RoBERTa full-dev-set;1013;0.8450263137556846;0.003832024936875252;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8396946564885496, 0.8446969696969696, 0.847036328871893, 0.8579710144927537, 0.83984375, 0.8248803827751197, 0.8387715930902112, 0.8331726133076182, 0.8560533841754051, 0.8681424446583254]
Hausa;NER;XLM-RoBERTa (no DATE label);10;0.46175955236509214;0.01860946632841649;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.45, 0.5373493975903615, 0.4505494505494505, 0.349553128103277, 0.5364077669902912, 0.3965303593556382, 0.43843843843843844, 0.5093896713615023, 0.5139896373056995, 0.4353876739562625]
Hausa;NER;XLM-RoBERTa (no DATE label);100;0.6637096249037232;0.02467585229365719;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5638297872340426, 0.7139874739039666, 0.6903991370010788, 0.6745435016111708, 0.721919302071974, 0.658922914466737, 0.6730975348338692, 0.7700421940928269, 0.6862106406080347, 0.4841437632135307]
Hausa;NER;XLM-RoBERTa (no DATE label);250;0.7561121543672218;0.012052321292648828;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7911832946635732, 0.8066666666666666, 0.7664399092970522, 0.764505119453925, 0.7876106194690267, 0.7323340471092077, 0.6806629834254144, 0.7872582480091013, 0.7173913043478262, 0.727069351230425]
Hausa;NER;XLM-RoBERTa (no DATE label);400;0.7925540524555421;0.0065007948422545914;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7821350762527232, 0.8190899001109878, 0.7910447761194029, 0.7928730512249443, 0.7960741548527808, 0.7673649393605293, 0.7834394904458598, 0.8382022471910112, 0.7864184008762322, 0.7688984881209502]
Hausa;NER;XLM-RoBERTa (no DATE label);650;0.8243510710699862;0.004400174069280904;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8448844884488449, 0.8353591160220993, 0.8149829738933031, 0.8140814081408141, 0.8249721293199554, 0.8094701240135287, 0.8179824561403509, 0.8126361655773419, 0.8173719376391982, 0.8517699115044248]
Hausa;NER;XLM-RoBERTa (no DATE label);800;0.850088024805703;0.0032434155511420776;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8461538461538461, 0.8584169453734671, 0.8377192982456141, 0.8458149779735683, 0.8561721404303511, 0.832214765100671, 0.8584070796460178, 0.8446389496717724, 0.853038674033149, 0.8683035714285714]
Hausa;NER;XLM-RoBERTa (no DATE label);1013;0.8546877075693032;0.003128079187292062;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.843612334801762, 0.8502202643171806, 0.8619909502262444, 0.849438202247191, 0.8430296377607025, 0.8726042841037204, 0.853658536585366, 0.8439955106621774, 0.8629213483146069, 0.8654060066740823]
Hausa;NER;XLM-RoBERTa + en-data (zero-shot);0;0.64;0;[12345];[0.64]
Hausa;NER;XLM-RoBERTa + en-data (few-shot);10;0.7265938341426604;0.004854465007279312;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7046186895810955, 0.7307692307692306, 0.7292576419213974, 0.7144362486828241, 0.7181628392484342, 0.7483870967741936, 0.75, 0.7082035306334371, 0.7417640807651434, 0.7203389830508474]
Hausa;NER;XLM-RoBERTa + en-data (few-shot);100;0.7412693830642885;0.005264429327354348;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7597765363128491, 0.7234927234927234, 0.7403545359749739, 0.7189409368635439, 0.7311608961303463, 0.7263267429760667, 0.7322175732217572, 0.7514677103718198, 0.7609561752988048, 0.768]
Hausa;NER;XLM-RoBERTa + en-data (few-shot);250;0.7915644933172633;0.0025076820425867638;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.781869688385269, 0.7949951876804621, 0.7902163687676388, 0.7760314341846759, 0.801564027370479, 0.7920792079207921, 0.7850834151128558, 0.796477495107632, 0.796135265700483, 0.8011928429423459]
Hausa;NER;XLM-RoBERTa + en-data (few-shot);400;0.7807032011874935;0.005590797420904397;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7487684729064039, 0.7984420642648492, 0.7684918347742555, 0.759469696969697, 0.7766059443911794, 0.7949465500485907, 0.7871720116618076, 0.8108632395732299, 0.7779960707269155, 0.7842761265580058]
Hausa;NER;XLM-RoBERTa + en-data (few-shot);650;0.8053711728470756;0.00489330874053571;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7954329210275928, 0.8019323671497584, 0.8237547892720307, 0.8046647230320699, 0.8190661478599222, 0.7924170616113743, 0.8126801152737753, 0.8289345063538612, 0.8003857280617165, 0.7744433688286545]
Hausa;NER;XLM-RoBERTa + en-data (few-shot);800;0.8348671091953573;0.0022295829141169786;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8447444551591128, 0.8406647116324536, 0.8398009950248755, 0.8371174728529122, 0.8365758754863812, 0.828125, 0.8242303872889772, 0.8292220113851992, 0.8256704980842912, 0.84251968503937]
Hausa;NER;XLM-RoBERTa + en-data (few-shot);1013;0.8440533524164;0.00323482124701669;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8447444551591128, 0.8330058939096268, 0.830945558739255, 0.8428158148505304, 0.8510223953261928, 0.8608094768015794, 0.8599221789883269, 0.8330097087378641, 0.8376560999039385, 0.8466019417475728]
Hausa;NER;XLM-RoBERTa + distant;10;0.5557643595144619;0.025801363277350088;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.3354166666666667, 0.6483180428134556, 0.6016713091922006, 0.5849056603773586, 0.5884732052578362, 0.6199052132701421, 0.5324427480916032, 0.538232373386296, 0.5692158760890609, 0.5390625]
Hausa;NER;XLM-RoBERTa + distant;100;0.680350496377985;0.007956426611725312;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6920289855072462, 0.6983471074380164, 0.6697848456501403, 0.6491405460060669, 0.7355623100303952, 0.6693877551020408, 0.6973947895791583, 0.6631016042780749, 0.6482889733840305, 0.6804680468046805]
Hausa;NER;XLM-RoBERTa + distant;250;0.7154892778292166;0.006945206049873496;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.725868725868726, 0.7172011661807581, 0.7214700193423598, 0.6962962962962962, 0.7181996086105675, 0.6697163769441904, 0.7536231884057971, 0.7, 0.714422158548233, 0.7380952380952381]
Hausa;NER;XLM-RoBERTa + distant;400;0.7590314577644557;0.009873675081774322;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7942028985507247, 0.7589453860640302, 0.770949720670391, 0.760643330179754, 0.7857829010566764, 0.6963636363636363, 0.7700934579439253, 0.7039215686274509, 0.7807692307692308, 0.768642447418738]
Hausa;NER;XLM-RoBERTa + distant;650;0.7835564001093657;0.0039101533624842175;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7696682464454977, 0.8015122873345937, 0.7923076923076923, 0.7766990291262136, 0.7844588344125809, 0.7633885102239533, 0.7775700934579439, 0.7757009345794393, 0.7999999999999999, 0.7942583732057417]
Hausa;NER;XLM-RoBERTa + distant;800;0.8035515546019442;0.004046735132135807;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.78196872125115, 0.8083097261567516, 0.8033550792171482, 0.7957813998082456, 0.8142444658325313, 0.8136882129277566, 0.8146013448607109, 0.7800751879699249, 0.8174077578051089, 0.806083650190114]
Hausa;NER;XLM-RoBERTa + distant;1013;0.8087409235432332;0.0023783957380727272;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8244422890397672, 0.8097014925373134, 0.8116760828625235, 0.8037558685446009, 0.8088642659279778, 0.8125594671741199, 0.7962085308056873, 0.810760667903525, 0.798528058877645, 0.8109125117591722]
Hausa;NER;XLM-RoBERTa + distant + cm;10;0.45841809523353305;0.025053960637294048;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.3633093525179856, 0.5366336633663367, 0.5348837209302325, 0.3687374749498998, 0.48192771084337355, 0.4643478260869565, 0.3491204330175914, 0.548162859980139, 0.5489177489177489, 0.3881401617250674]
Hausa;NER;XLM-RoBERTa + distant + cm;100;0.6749357940893062;0.006451537715075872;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6643356643356643, 0.6942446043165468, 0.6596119929453264, 0.6887892376681615, 0.6914700544464609, 0.6801099908340972, 0.7111534795042898, 0.6561125769569041, 0.662020905923345, 0.6415094339622642]
Hausa;NER;XLM-RoBERTa + distant + cm;250;0.72908804472039;0.008394999324171403;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7467980295566504, 0.7497527200791296, 0.7315689981096408, 0.699909338168631, 0.7458256029684601, 0.7213740458015266, 0.7166361974405849, 0.7767584097859328, 0.6774774774774774, 0.7247796278158668]
Hausa;NER;XLM-RoBERTa + distant + cm;400;0.7626510354188285;0.0050923973951612;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7762645914396888, 0.7718960538979789, 0.7705544933078394, 0.7276084949215144, 0.7554671968190855, 0.76993583868011, 0.7782888684452622, 0.7411652340019101, 0.7584215591915303, 0.776908023483366]
Hausa;NER;XLM-RoBERTa + distant + cm;650;0.7965509224254419;0.00324179703663303;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7861271676300579, 0.7976766698935139, 0.7899159663865545, 0.7838827838827839, 0.8039024390243902, 0.7919847328244275, 0.8136882129277566, 0.8115942028985508, 0.8011583011583011, 0.7855787476280834]
Hausa;NER;XLM-RoBERTa + distant + cm;800;0.8128372916750969;0.003690793507911034;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8030447193149381, 0.8101265822784811, 0.830739299610895, 0.7962441314553991, 0.8060263653483992, 0.7996237064910631, 0.815311004784689, 0.8217349857006673, 0.8317025440313113, 0.8138195777351247]
Hausa;NER;XLM-RoBERTa + distant + cm;1013;0.8130855592306684;0.004077636255809781;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8071833648393194, 0.7950664136622391, 0.8211538461538462, 0.8212927756653993, 0.8082191780821918, 0.8048327137546468, 0.7999999999999999, 0.8416988416988418, 0.8218390804597702, 0.8095693779904307]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;10;0.5063140080347;0.018936700382586675;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5195797516714423, 0.5625587958607714, 0.5747863247863249, 0.4563279857397504, 0.5664403491755577, 0.532093023255814, 0.4066390041493776, 0.5096241979835013, 0.5311909262759924, 0.4038997214484679]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;100;0.6780497293718171;0.00606899118863371;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6696669666966697, 0.7041984732824428, 0.6852017937219731, 0.6709558823529411, 0.6877828054298641, 0.6708520179372197, 0.6966696669666966, 0.6883720930232559, 0.6759002770083102, 0.6308973172987975]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;250;0.7200433914044535;0.005972613312741181;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7381642512077295, 0.7185398655139289, 0.6960514233241506, 0.7301275760549557, 0.7362428842504743, 0.7006610009442871, 0.7264150943396227, 0.7519685039370079, 0.6925858951175408, 0.7096774193548386]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;400;0.7630746504540457;0.007009801586232643;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7665369649805447, 0.7705382436260624, 0.7790055248618785, 0.7246925260170294, 0.7269230769230769, 0.7834843907351461, 0.796039603960396, 0.7614678899082569, 0.7732342007434945, 0.748824082784572]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;650;0.790858097888663;0.00418934417177205;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7872954764196343, 0.7923444976076556, 0.7969639468690702, 0.7669172932330828, 0.8083491461100569, 0.7881679389312977, 0.7730294396961064, 0.7848101265822786, 0.8099331423113658, 0.8007699711260826]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;800;0.8118867290898744;0.0042578879322221755;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.814176245210728, 0.8022813688212929, 0.806850618458611, 0.7808988764044944, 0.8225190839694656, 0.8041627246925259, 0.8274547187797903, 0.8174757281553398, 0.8145315487571702, 0.8285163776493255]
Hausa;NER;XLM-RoBERTa + distant + cm-smooth;1013;0.8204600359908504;0.0016891710478193472;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.8109640831758034, 0.8158640226628895, 0.8177434908389586, 0.823069403714565, 0.8160152526215443, 0.8289855072463769, 0.8263821532492726, 0.8231884057971015, 0.8246445497630331, 0.8177434908389586]
Yoruba;NER;mBERT;10;0.45123573512782933;0.010136350374149741;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.44725738396624476, 0.4558521560574949, 0.4556962025316456, 0.48065173116089616, 0.40084388185654013, 0.5152838427947598, 0.47807017543859653, 0.4194260485651214, 0.4248496993987976, 0.4344262295081967]
Yoruba;NER;mBERT;100;0.58064858091242;0.008297254209224402;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.5761124121779859, 0.5666666666666667, 0.6357615894039734, 0.6029723991507431, 0.5803757828810021, 0.5978021978021978, 0.5826086956521739, 0.5701559020044543, 0.5622119815668203, 0.5318181818181819]
Yoruba;NER;mBERT;250;0.6390491472669397;0.00609393896086456;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6611909650924026, 0.644880174291939, 0.634920634920635, 0.6512605042016806, 0.6491228070175438, 0.6188340807174888, 0.6040268456375839, 0.6153846153846155, 0.6457023060796646, 0.6651685393258427]
Yoruba;NER;mBERT;400;0.6741868127960295;0.004501452144863477;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6666666666666666, 0.6738660907127431, 0.6712328767123288, 0.6666666666666666, 0.6899563318777292, 0.6857142857142857, 0.677345537757437, 0.6958525345622121, 0.6419213973799126, 0.6726457399103138]
Yoruba;NER;mBERT;650;0.6936048890307072;0.005845511578372325;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6936936936936936, 0.7093821510297483, 0.6681818181818182, 0.67420814479638, 0.6874999999999999, 0.7035398230088497, 0.6800894854586129, 0.7316017316017316, 0.6800894854586129, 0.7077625570776256]
Yoruba;NER;mBERT;815;0.6936549385072137;0.005225928520860693;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.7013574660633484, 0.6905829596412556, 0.6880733944954128, 0.6986301369863014, 0.6958637469586375, 0.6681614349775785, 0.7022222222222223, 0.7224669603524229, 0.7056179775280899, 0.6635730858468678]
Yoruba;NER;mBERT distilled;10;0.31448572906329325;0.01853339195616353;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.3599088838268793, 0.23655913978494622, 0.3039399624765478, 0.4046511627906976, 0.3701923076923077, 0.2684563758389261, 0.3422982885085575, 0.24271844660194172, 0.3661327231121282, 0.25]
Yoruba;NER;mBERT distilled;100;0.5473408038482932;0.007208321938182199;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.58980044345898, 0.5315315315315315, 0.5502183406113537, 0.5418502202643171, 0.5384615384615385, 0.5205479452054794, 0.5796460176991151, 0.5652173913043478, 0.5381165919282512, 0.518018018018018]
Yoruba;NER;mBERT distilled;250;0.6229700225807211;0.006303928839553195;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6452991452991453, 0.6550976138828634, 0.6247288503253797, 0.6236559139784946, 0.5943600867678959, 0.6078886310904873, 0.6345733041575493, 0.5902335456475584, 0.6357615894039734, 0.6181015452538632]
Yoruba;NER;mBERT distilled;400;0.6478458565374393;0.0029322502041957328;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6666666666666666, 0.6498855835240274, 0.6353467561521253, 0.6484018264840182, 0.639269406392694, 0.6378132118451024, 0.6408602150537634, 0.6526806526806528, 0.6575342465753424, 0.65]
Yoruba;NER;mBERT distilled;650;0.6752541938958951;0.004312021137530016;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6711409395973156, 0.6787330316742081, 0.6666666666666667, 0.701123595505618, 0.6877828054298644, 0.6818181818181818, 0.6682242990654206, 0.6588235294117647, 0.6534216335540839, 0.6848072562358276]
Yoruba;NER;mBERT distilled;815;0.6828217140023696;0.004065858281957185;[12345,12346,12347,12348,12349,12350,12351,12352,12353,12354];[0.6968325791855203, 0.6818181818181818, 0.6836027713625867, 0.6902654867256637, 0.6848072562358276, 0.6819221967963387, 0.6547085201793723, 0.691764705882353, 0.6651270207852195, 0.6973684210526315]
